887 	 0.00056996 	 1754 	 5.1032 	 1 	 15 	 4887366 	 459.31 	 1050904865878.000000 	 3.015000 	 10800 	 C:\z_mine\research\MEMO muppets\z_init_with_ct_mod\z_research_LWTS\mup_memo_total\104b00_res_01.txt 	  122 	 221 	 277 	 399 	 437 	 396 	 291 	 194 	 87 	 42 	 14 	 6 	 9 	 4 	 1 	 0 	 0 	 0 	 0 	 0 	 
881 	 0.00073665 	 1356 	 5.0772 	 1 	 16 	 3683412 	 382.71 	 875507975320.000000 	 2.891000 	 10800 	 C:\z_mine\research\MEMO muppets\z_init_with_ct_mod\z_research_LWTS\mup_memo_total\104b01_res_01.txt 	  133 	 234 	 269 	 382 	 437 	 409 	 284 	 176 	 98 	 41 	 27 	 3 	 4 	 1 	 1 	 1 	 0 	 0 	 0 	 0 	 
974 	 0.00165563 	 603 	 5.0564 	 1 	 14 	 4561861 	 458.29 	 1048697019991.000000 	 2.985000 	 10800 	 C:\z_mine\research\MEMO muppets\z_init_with_ct_mod\z_research_LWTS\mup_memo_total\104b02_res_01.txt 	  128 	 228 	 261 	 421 	 449 	 402 	 267 	 174 	 85 	 45 	 26 	 12 	 1 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 
999 	 0.00029828 	 3352 	 4.9360 	 1 	 15 	 4668544 	 464.47 	 1062895155002.000000 	 3.375000 	 10800 	 C:\z_mine\research\MEMO muppets\z_init_with_ct_mod\z_research_LWTS\mup_memo_total\104b03_res_01.txt 	  154 	 236 	 292 	 423 	 430 	 382 	 249 	 181 	 86 	 29 	 20 	 10 	 4 	 3 	 1 	 0 	 0 	 0 	 0 	 0 	 
993 	 0.00035785 	 2794 	 4.9732 	 1 	 15 	 3826180 	 401.32 	 918234094772.000000 	 3.234000 	 10800 	 C:\z_mine\research\MEMO muppets\z_init_with_ct_mod\z_research_LWTS\mup_memo_total\104b04_res_01.txt 	  134 	 227 	 327 	 395 	 429 	 359 	 300 	 179 	 90 	 34 	 16 	 6 	 2 	 1 	 1 	 0 	 0 	 0 	 0 	 0 	 
1203 	 0.00018730 	 5338 	 4.8464 	 1 	 16 	 3565066 	 416.58 	 953011622098.000000 	 3.812000 	 10800 	 C:\z_mine\research\MEMO muppets\z_init_with_ct_mod\z_research_LWTS\mup_memo_total\104b05_res_01.txt 	  156 	 265 	 306 	 438 	 407 	 339 	 292 	 152 	 74 	 42 	 17 	 5 	 3 	 2 	 1 	 1 	 0 	 0 	 0 	 0 	 
1093 	 0.00020857 	 4794 	 4.8672 	 1 	 17 	 3910748 	 415.77 	 951416588275.000000 	 3.250000 	 10800 	 C:\z_mine\research\MEMO muppets\z_init_with_ct_mod\z_research_LWTS\mup_memo_total\104b06_res_01.txt 	  160 	 259 	 313 	 402 	 419 	 374 	 246 	 173 	 96 	 28 	 15 	 11 	 2 	 1 	 0 	 0 	 1 	 0 	 0 	 0 	 
1535 	 0.00016488 	 6064 	 4.7028 	 1 	 16 	 4530835 	 535.75 	 1225868739239.000000 	 5.062000 	 10800 	 C:\z_mine\research\MEMO muppets\z_init_with_ct_mod\z_research_LWTS\mup_memo_total\104b07_res_01.txt 	  192 	 309 	 325 	 432 	 386 	 320 	 192 	 176 	 87 	 50 	 21 	 6 	 2 	 1 	 0 	 1 	 0 	 0 	 0 	 0 	 
1768 	 0.00009526 	 10497 	 4.6660 	 1 	 16 	 4653372 	 586.68 	 1342281967335.000000 	 4.984000 	 10800 	 C:\z_mine\research\MEMO muppets\z_init_with_ct_mod\z_research_LWTS\mup_memo_total\104b08_res_01.txt 	  181 	 307 	 366 	 441 	 385 	 300 	 210 	 134 	 94 	 42 	 22 	 9 	 4 	 3 	 1 	 1 	 0 	 0 	 0 	 0 	 
2016 	 0.00006286 	 15908 	 4.4804 	 1 	 14 	 5513706 	 695.60 	 1591736303260.000000 	 5.766000 	 10800 	 C:\z_mine\research\MEMO muppets\z_init_with_ct_mod\z_research_LWTS\mup_memo_total\104b09_res_01.txt 	  196 	 322 	 364 	 495 	 372 	 303 	 195 	 132 	 67 	 22 	 24 	 3 	 3 	 2 	 0 	 0 	 0 	 0 	 0 	 0 	 
